feature,missing_ratio,mean,std,skew,kurtosis,outlier_ratio_iqr
X13,0.233447671692619,-5.02829223119015e-09,5.813667824265558e-05,-0.11520801289725519,350.904930661396,0.11673617451817486
X130,0.2457246501986526,-0.07800612920602498,0.06208687789861318,-0.3578200164603273,0.0435402459452332,0.007563605853465933
X131,0.2457246501986526,-0.12762065003785575,0.07141073227084938,0.24271195834103418,0.18844904938557105,0.003985391012511413
X132,0.2457246501986526,-0.08922671373596251,0.12648309120137888,0.2570156665329309,0.02102068638077803,0.0058361917923154755
X133,0.2457246501986526,-0.08985941233284979,0.2626861751546718,0.1597162804542357,-0.6377347768664805,0.0
X134,0.2457246501986526,-0.08872844879697943,0.09832396515229669,0.6354377322332173,0.4958882949929784,0.016015596081237815
X135,0.2457246501986526,-1751538934.3844316,1773702850277.3003,-0.5853417744567369,824.4234557848866,0.2093872615551662
X136,0.2457246501986526,-1768618559.060813,874761364602.8463,-0.2895931146935799,267.6867533616625,0.25307849863040743
X137,0.2457246501986526,-719532795.8758076,254778625005.64987,0.404411492522813,28.815015957563194,0.10168299484243516
X138,0.2457246501986526,0.002313181259277881,0.3997648659929903,0.7953845146818619,112.54711558984769,0.006206351948276288
X139,0.2457246501986526,0.00120693193963875,0.04044418615736102,-4.3070770628491015,105.48221595116807,0.013066653505416677
X14,0.233447671692619,-0.00915504283054548,0.14817188021065972,-0.21460470216091945,0.9536015533363611,0.018989216000789674
X140,0.2457246501986526,0.0009231475715038929,0.14140387481998762,0.018616991537293407,14.059947518266679,0.018791797250943907
X141,0.2457246501986526,0.0008780951391742964,0.028865791770425458,0.28290208736631395,3.2290456288209657,0.025676776151815017
X142,0.2457246501986526,-0.17946720370165412,0.11124502530487794,0.05072210132795338,-0.18198939781710743,0.003134022653801545
X143,0.2457246501986526,132604940.46575992,223670307.61392042,3.952454666406199,17.9960395416726,0.09542728820669744
X144,0.2457246501986526,133160000.40409137,221125320.80039498,3.8702583371587953,17.173052770227326,0.09583446437825432
X145,0.2457246501986526,0.013706050663481986,0.0702526415147168,0.06315060065126746,0.10716694086861533,0.006996026947659354
X146,0.2457246501986526,0.002182608468210411,0.07482763519486338,1.0279639356868102,11.870248745587654,0.04697332379142709
X147,0.2466006959010932,0.008375177509349569,0.03336646753256521,1.6933482535324347,14.66076531522587,0.029217974977173457
X148,0.2466006959010932,0.008720094150977839,0.05744150979816421,1.639747887601509,20.065443955975457,0.03653480739333218
